ID,logFC,Pvalue
ZNF528,-1.491084599,0.174727973
ZNF701,-1.491084599,0.174727973
RAB4B,0.896861376,0.724185416
AXL,0.54717358,0.008430048
LENG8,-0.233359137,0.022660356
ZNF526,-1.056159731,0.009355039
TRAPPC9,-1.023052278,0.036185951
SPINT2,0.127222734,0.299343861
C19orf33,0.286831819,0.851660953
YIF1B,0.086275247,0.768637314
DAPK3,-0.533129861,0.190474283
EEF2,0.799762352,2.77E-05
CHAF1A,-0.111336201,0.36056356
UBXN6,0.426363938,0.223559242
HDGFRP2,-0.6963476,0.032330484
NXN,-0.951142372,0.00235912
GLOD4,0.873318084,0.309881452
TSR1,-0.014600412,0.049988532
KRT80,0.467773341,0.098120738
OTUB1,-0.512571055,0.820344056
CD320,-0.575965632,0.038523136
NDUFV1,1.35128746,0.078906583
PRDX2,-0.324553644,0.002915404
MIS12,-0.314273269,0.037725028
ICT1,-0.636445333,0.808577592
ATP5H,-0.149777045,0.405243539
SRP68,0.763789321,0.06717716
TK1,-0.255210895,0.004383693
GHDC,0.337772751,0.889971361
ITFG3,0.191170584,0.979664178
ZNF598,-0.435855223,0.032344736
MLST8,-0.398429176,0.601909595
ECI1,-0.22431275,0.762443115
KCTD5,-0.308466582,0.794646113
SRRM2,1.58826215,0.098625503
SDHAF2,0.035191348,0.18271204
DDB1,0.674475929,0.00054839
VPS37C,-0.426229438,0.099924514
FTH1,0.544245183,0.130834236
POLR2G,0.044461124,0.295656705
SLC3A2,0.060183649,2.09E-06
C11orf84,-0.881970847,0.057076313
TRANK1,-1.365865868,0.325182401
RPSA,-0.058628547,0.001957389
CTNNB1,0.054423072,0.312539708
FADD,-0.766462548,0.035265299
SAC3D1,-0.840954523,0.758647897
SF1,-0.250372555,0.634061188
PBK,0.436596473,0.920686806
COPS6,-0.35229118,0.003770831
PAFAH1B2,-0.144760207,0.122692073
NUDT16L1,-0.193929676,0.689974221
RAB4A,-1.244190691,0.041842761
HOOK3,0.011683283,0.00425046
RBPJ,-0.296645209,0.992231792
LMBRD1,0.099709379,0.774680006
ZCCHC4,-0.321797944,0.01164281
TTC39C,0.549284894,0.32701984
NKIRAS2,-0.718365481,0.186895974
DNAJC7,0.269001907,0.087795281
IRF2BP2,-1.190178999,0.955909843
NT5DC2,-1.178687536,0.001083307
COA6,0.863357914,0.005324773
MGAT2,0.09971496,0.261939796
BMI1,-0.495252695,0.302130581
MMADHC,0.316909283,0.476730186
PDHB,1.15385698,0.056325682
PXK,-0.560771346,0.112264246
IRF2,0.571978718,0.193056266
ARF4,-2.072485132,0.314734725
Sep-02,0.522036826,0.701889336
FILIP1L,0.384721047,0.172428434
DTYMK,0.288799079,0.001261449
TAP1,3.492466415,9.97E-15
ING5,0.96388647,0.808175246
ATG4B,-0.458968512,0.074252906
MLKL,1.118559557,0.002693175
COG7,-0.310357331,0.126321563
CDC40,-1.159463242,0.067699908
STIP1,1.277419971,0.071284647
RAB31,0.026033733,0.889330761
REEP4,-0.468968502,0.048280003
ATXN2L,0.478174708,0.816640323
FEN1,0.218697581,0.000559273
SDPR,0.15253454,0.324052045
SOGA2,-0.017792112,0.142541106
FNTA,-0.048714912,0.020728401
TRAPPC11,-0.100298978,0.189849106
ING2,-0.641320989,0.061874609
CDKN2AIP,0.487160235,0.883404417
SLC20A2,1.133694128,0.129032936
TMUB2,0.61192377,0.005448945
STAT3,1.470289074,4.03E-05
ADAM9,0.290411618,0.004126169
NDUFS5,-0.369065789,0.013912109
ZNF30,-1.491084599,0.174727973
FAM84B,-0.421619199,0.105597934
AHCYL1,0.347890307,0.558408932
DNAJC21,0.359289031,0.538033044
CNNM3,0.316340653,0.217503302
GSTM4,-0.268964191,0.047381722
LCMT2,-0.166039839,0.174278958
SNTB2,-0.434019382,0.894424117
ZNF507,-0.399030404,0.153552642
STX18,0.080284518,0.365973447
GFM1,-0.46639765,0.341050665
DDX19A,-0.654387567,0.899031951
ANKRD49,-1.312688626,0.169499157
USP39,-0.171644535,0.11176585
TNIP2,0.466566708,0.407750556
RNF181,-0.053411122,0.934738656
MAT2A,-0.074448143,1.53E-05
SLC35G2,-0.605915322,0.160161642
LETM1,0.545841291,0.880118699
PPIC,0.406980718,0.831824472
MFF,0.150904841,0.511894445
LGALS9,-0.619833375,0.633977201
COMMD8,0.303957728,0.467607162
ATP5I,-0.867323616,0.642718525
UQCRFS1,-0.056518625,0.843943971
MAP2K1,0.053232369,0.00321676
HNRNPH1,0.113803472,0.007144046
IRS1,-0.679048606,0.069045989
CHST14,-1.046937983,0.196607697
AFAP1L2,0.055146727,0.020639383
ZNF354A,-1.491084599,0.174727973
UBE2V2,0.286842991,0.082662538
PCSK9,-0.295990168,0.811655398
XPO6,-0.484033889,0.079981181
NSMCE1,-0.03702998,0.708121707
CD2BP2,0.249510005,0.902680882
TBC1D10B,0.387595572,0.807736603
LMAN2,0.123888624,0.01130934
RAB24,0.716527644,0.07257097
NMD3,0.964455455,0.033109869
ADRB2,-0.258065106,0.590663377
GPRIN1,-0.35934509,0.233938671
MRPL1,-0.218596367,0.738740698
PGM2,0.125185785,0.003007186
SLC33A1,-0.084814092,0.450042368
SNUPN,0.402166918,0.887119578
CRADD,0.262059831,0.526208359
SIN3A,0.091100168,0.610737752
ARL13B,-0.099465751,0.602692185
PTK2,0.382260062,0.023911031
PTPN9,-0.20765505,0.482696079
SDC2,0.45802606,0.155843539
TM2D2,-0.503876198,0.127569143
CLIC4,1.192114356,0.005382651
METTL15,-0.492565708,0.232348555
PCBP1,0.557601868,0.016408336
HINT1,0.115939633,0.003650925
DTWD2,0.272374063,0.519692496
CLIC3,0.14761885,0.078674588
NFU1,0.237680476,0.514328214
ANTXR1,0.438999759,0.534877932
CKAP2L,-0.465063622,0.08460962
C15orf40,-0.802556615,0.291410627
FAM103A1,-0.185602462,0.012458389
RGPD8,0.030327785,0.915619905
LUZP1,0.18285664,0.345312789
BUB1,-0.551407916,0.000886156
AGPAT2,-0.563398232,0.100541903
ASPSCR1,0.085697024,0.5795093
FASN,1.006543783,1.62E-12
CNBP,1.240011723,0.123908439
MT1E,-0.929492029,0.368990595
DUS1L,0.331728139,0.451789092
GPS1,-0.21253737,0.010961176
DCXR,-0.072307001,0.323999187
LIMS1,0.11774528,0.407174889
TAPT1,1.013342307,0.592305407
UGP2,0.957402666,0.085564263
HNRNPF,1.320487959,0.896361171
PCDH7,0.275852107,0.237918296
ROBO1,-0.054594266,0.073613562
TRIM56,-0.046154482,0.110203053
TPST1,-0.167089168,0.795478157
TOR1AIP2,-0.507342575,0.587258879
TOR1AIP2,0.07992485,0.001521466
TM4SF1,-0.267840038,0.164791877
GUSB,-0.297998843,0.930309962
BRD3,-0.641099884,0.305051664
MAP3K2,-0.397384504,0.473283249
PUSL1,0.001999651,0.988413839
SF3B5,0.181968217,0.320394611
CHD3,-0.126028581,2.94E-05
TMEM154,-0.387338862,0.185357068
ALCAM,1.373283328,0.480908479
YWHAG,2.438219129,0.413598252
UBE2E3,-0.000511697,0.640795014
TRAPPC1,0.253098209,0.298376501
TMEM192,0.533339206,0.197736018
UBE2E1,-0.164414617,0.209432834
HNRNPA3,1.196532707,0.023602643
NANP,-0.448602497,0.000352101
PWWP2A,0.185210817,0.76070955
USP47,0.120012255,0.019335355
PDCD6IP,0.806099837,0.230809236
GLB1,-0.068030287,0.455731093
C14orf142,-0.737356931,0.269236823
CRTAP,-1.249428601,0.010774141
ELP5,-0.342019042,0.739322201
GABARAP,-0.053263319,0.758432827
STX8,0.304933004,0.454445899
CDK1,0.872486782,0.001829965
UBB,-0.814117928,0.154593522
NFRKB,-0.142661628,0.637642758
TMED10,-0.282442549,0.142915316
SETMAR,-0.377033156,0.312981885
SMAD1,0.166843554,0.470067754
FAM115C,-0.117059504,0.695742638
SLC30A1,0.119078231,0.007229337
KRT8,0.546855849,0.904506791
HARS,-0.648616349,0.000137944
NFXL1,-1.175037287,0.464065067
DENND5B,-0.301233913,0.128417159
RALGAPB,-0.216988186,0.051049982
WIBG,1.620523996,0.171958135
NUDT9,-0.65124602,0.019956136
PA2G4,-0.069151602,0.121257203
ARL6IP1,0.133898021,0.542241236
SERPINB9,-0.955697511,0.00089747
SMAGP,-0.14666482,0.68460633
EMB,-0.410217872,0.070629782
SIX2,-0.86801781,0.073072931
STAT2,1.502821676,0.012406315
NUDCD2,0.800444121,0.941591263
IRF2BP1,0.009209885,0.409397533
HSPA4,-0.061397771,0.00898448
COMMD5,0.083327156,0.792593826
RNF34,-0.437757204,0.055830409
ACYP2,-0.411813811,0.005085903
TRABD,2.196387112,0.17665209
ATF7,2.64473271,0.364227521
KIF5B,1.273659226,0.707038599
AKAP13,0.183572198,0.194210687
CDCA4,-0.564256899,0.36440468
USP32,-0.152074614,0.260438773
KBTBD2,0.11061734,0.991021973
MINA,0.443315881,0.535585742
TRIAP1,-0.559155725,0.015513383
LSM3,-0.49218598,0.018633174
TMEM43,0.541279347,0.001615501
RPS9,-0.37841205,0.003328556
TSEN34,0.29808731,0.778863456
NDUFA3,0.035362241,0.485947996
TANC2,0.00191015,0.881115006
PRKCDBP,0.585720828,0.757954456
FEZ2,-0.631420065,0.193960722
CCBL1,0.203604644,0.823841837
TRMT61B,0.182623421,0.597146257
INSR,-0.620873345,0.022397938
MFN1,-0.691109385,0.025142889
JAGN1,0.383260277,0.57649078
TADA3,0.23089674,0.131117488
TMEM126A,0.042537094,0.513394923
SCAND1,-0.865961276,0.198381683
JUNB,-0.05608608,0.29685954
SHCBP1,-0.608910246,0.00058465
FAM98B,0.423926398,0.084362896
GAA,0.449585315,0.164471506
CANT1,-0.070580045,0.349820114
CHST11,-2.273937236,0.130898253
EXOSC1,-0.041127846,0.801164434
PGAM1,0.973757458,0.919994731
KRT19,-0.442407181,0.1063225
PDE7B,2.964273312,0.041128424
ZNF581,-0.082944793,0.278535235
NAT1,-1.139177314,0.011616193
POLR1C,-0.315017529,0.008583067
ASXL1,-0.521564743,0.437680938
ZNF318,0.229870939,0.230907309
LRRC8C,0.1279557,0.301066231
RSL1D1,0.48703749,0.172119982
LRRC8D,0.040533289,0.949118532
PPID,-0.203217593,0.156276215
ETFDH,-0.40293391,0.025200218
TBCA,0.141625074,0.243789493
BCL2L1,-0.276705545,0.290201279
PLRG1,-0.111641699,0.626007077
ZNF274,0.092882274,0.684480977
BPTF,-0.19938897,0.653511451
ATF7IP,0.247999962,0.733128769
RGS19,0.471156242,0.762553182
TCEA2,0.453727879,0.343166835
HDAC3,0.123607162,0.604604854
GPHN,-0.088190047,0.000468654
SPATA5L1,-0.022512529,0.004123102
BCL2,-0.394150373,0.468799975
CTPS1,-0.572898065,0.000261371
EXOSC10,-0.006738485,0.023479442
RRM2,-0.421042286,0.194776641
TRAPPC12,0.141613744,0.77925829
RPS21,-0.770527481,0.072775256
RNMTL1,-0.822756302,0.790139822
RPS7,0.468731689,0.031121586
RNASEH1,-0.251498433,0.228070861
PRNP,0.094980821,0.453802101
FRMD5,0.268026642,0.982320246
TVP23B,-0.231602493,0.274192599
ZNF217,0.242578091,0.24783909
ATPAF2,-0.259586155,0.415824419
PPIH,-0.716152252,0.009728652
JMJD1C,-0.427872212,0.427960288
SYNPO,-0.237176614,0.554658037
RAB33B,-0.31731198,0.112955972
THOP1,0.00775015,0.003172442
LAMB2,1.060743657,0.01697934
USP19,1.045755513,0.586501868
QARS,0.598802624,0.004810319
ORMDL3,0.445296096,0.724326994
SMN1,-0.277412982,0.202146288
NME6,-1.292559081,0.011129995
CYCS,-0.725147755,8.19E-06
CALB2,-0.149710243,0.894496465
SNTB1,-0.851623703,0.013506441
TEFM,0.349219212,0.732946851
MRPL13,1.147963364,0.652094295
MALT1,-0.291064394,0.00105274
ISG20,1.090215904,0.115678096
CEBPB,0.09484384,0.919688828
PAIP1,0.361635225,0.048309419
NEGR1,0.061706805,0.881914721
ZNF131,-0.176595909,0.573373224
DPAGT1,-0.337679401,0.47295814
BSG,-0.198132596,0.000719068
TP53RK,0.333310459,0.805968708
BPGM,-0.157484981,0.241710149
POP7,0.145706049,0.351064641
ALG14,-1.545242556,0.067846502
SUCLG2,0.095319968,0.211442059
GNB2,1.487825158,0.499859972
C2CD2L,-1.326931592,0.15452851
GNG12,-0.12121863,0.537657865
CLP1,-0.164245831,0.745254051
MYEOV2,-0.324118251,0.387105448
GTPBP2,0.46528599,0.30186569
ZNF24,-0.495065869,0.390479804
MANEA,0.149003966,0.521613089
FIBP,0.357926931,0.074377854
BANP,0.318724978,0.41904237
PPP1CA,0.665497484,0.28465828
CHCHD1,0.161410575,0.672796965
RAD9A,-0.339278818,0.660921901
FAM21C,-0.375857993,0.567206668
CORO1B,-0.096905586,0.599327801
LRRC20,-0.496345974,0.106775105
CFL1,0.049071812,0.418085919
NAA16,-0.543063599,0.000832346
FAM192A,0.63842893,0.041158211
RAB43,-0.663244779,0.040484009
CBWD1,0.880475453,0.871593735
DCP2,-0.262048273,0.008632819
RPL38,0.044883748,0.015967192
SSH3,-1.24432361,0.26375779
SP3,-0.070178553,0.292374392
NADSYN1,-0.554190581,0.771847929
DHCR7,0.467006683,0.544322871
RNASEH2C,-0.180834651,0.112789219
MYD88,0.320280714,0.020072039
OXSR1,0.408469039,0.048391151
LCLAT1,-0.378049498,0.668213721
TADA2B,0.2955674,0.331181076
ADRBK1,-1.241313377,0.002832459
RELA,0.321328293,0.50403957
HECTD4,0.552089897,0.152339605
HPSE,-0.219428736,0.190483118
TRMT112,-0.148058862,0.073033927
KDM2A,-0.596776967,0.085589468
MRP63,-0.126480871,0.7485128
NOC3L,-0.165454495,0.010221884
ESRRA,-0.081037999,0.698535426
COMMD1,-0.310380095,0.018708762
RAPH1,-1.214413681,0.000231624
MTX1,0.43282879,0.162997219
PARP14,1.206470189,1.48E-08
CKS1B,-0.611025628,0.289546214
ABLIM3,0.194250476,0.769192631
KIAA1919,0.973172528,0.162861254
VANGL1,-0.516643577,0.354718309
GLRX,-0.511007173,0.003754306
GOLGB1,0.827425989,0.011906839
MZT2A,1.121776116,0.324414603
ZBTB21,0.6137976,0.234876261
DAG1,-0.037937841,0.224925497
NAA20,-0.875240117,0.006925226
EHBP1L1,2.036443214,0.239355639
PPP1R14B,0.491534294,0.769873973
SSSCA1,-0.000553959,0.277927323
SMARCC1,0.143255513,0.004644254
PTPRM,0.004652611,0.821826655
FKBP2,0.3954723,0.013772336
PEAK1,-0.823916779,0.03592008
MOB1B,0.317185927,0.852833929
ZNF622,-0.400913497,0.129229252
SNX33,-0.206133468,0.387380695
CHD2,0.007735786,0.192863453
NUDT4,-0.317597423,0.33232806
PC,-0.724225997,0.076851105
SCAI,-0.178889277,0.518720405
UQCRH,0.84516286,0.75308104
PSMD1,-0.271265136,0.036266387
SUSD5,-0.542488375,0.294761774
HEG1,-0.215774062,0.767473689
AGFG1,0.325544088,0.310412758
STAT5B,-0.655274437,0.230164535
CNP,-0.194465155,0.741318024
JUP,-0.672446546,0.125117709
EIF1,0.255209447,0.004044372
DPY19L1,-0.07706304,0.075998888
PHC3,0.423899572,0.322971946
SPTBN2,-0.630543286,0.004160499
GOLIM4,-0.482366612,0.085326955
RBM4B,0.338063442,0.89757594
USMG5,-0.297230915,0.413632426
RBM4,0.221468303,0.881004073
XXYLT1,-0.098298344,0.746838657
CCS,0.335948994,0.862905156
GNG5,-0.039490471,0.522133087
MSRB3,0.076725877,0.239751301
LEMD3,0.080915056,0.195033249
C16orf91,-0.245931983,0.264083847
TRMT10C,0.971515404,0.955330525
CTU2,-0.082237676,0.734767922
MGA,0.092606679,0.439211524
PRPF8,-0.103817967,3.25E-07
PITPNA,-0.150395768,0.951864782
DDX23,1.500777697,0.331172427
ZNHIT2,0.009474977,0.920889133
ZBTB4,-0.11237471,0.571851887
ZHX3,-0.252459382,0.171685471
RALGAPA1,-1.052592488,0.03929103
LIG4,-1.440374425,0.006936593
GTF2IRD2B,-0.693553904,0.229260434
ATP2A2,-0.00892587,0.988012928
ZWILCH,-0.847386929,0.034095988
RPL4,0.113710295,9.29E-05
DENND4A,-0.335761871,0.069581703
MRPL11,-0.239793909,0.55224598
ANGEL2,0.067015859,0.293605018
B3GNT1,-0.588963931,0.281710238
TMEM167A,0.014761477,0.607923043
LARP7,0.415101456,0.482806342
RPL15,0.873278241,0.001748019
HRAS,0.284079545,0.051552134
SRP72,-0.752558209,0.005916896
RIN1,0.942183441,0.405988501
CEP135,-0.767700499,0.019641209
DENND6A,0.205199898,0.503952886
PDE12,0.695407814,0.000477391
GLMN,-0.424817107,0.426040824
NDUFA11,-0.513957641,0.089108582
RSRC1,0.342473321,0.692617317
RAB1B,0.531087848,0.71359749
PTDSS2,-0.653065309,0.541144046
C19orf70,-0.071406682,0.366234556
C3orf33,1.48002144,0.414440249
SEZ6L2,0.367606204,0.832333927
ASPHD1,-1.362124588,0.056080311
DHX36,-0.651848958,0.000928045
KLC2,-0.539968912,3.19E-06
CTBP2,-0.918946354,0.021902674
ATR,-0.61576458,0.651918197
UBE2C,-0.091182439,0.000429074
VCPIP1,-0.232066421,0.716967611
TRAF6,-0.09650131,0.027792721
MRPS22,-0.594736505,0.001744467
PACS1,-0.588748538,1.81E-05
MARCKSL1,-0.189416732,0.742145498
SH3BP5L,0.248444189,0.340866976
PSMD2,1.136573979,0.000127698
CSRP2,-0.766471206,0.197290437
PARL,-0.275895906,0.308655602
DCTN2,0.153922025,0.126993176
ZNF408,0.0737145,0.532285898
CKAP5,-0.778896757,2.75E-14
ARHGAP1,-0.344024311,0.221240822
MED16,0.071722331,0.11617538
ATG13,-0.109590288,0.602385679
PHYHD1,0.717142747,0.41427901
CCNE2,-0.516053532,0.3399195
ZNF519,-1.491084599,0.174727973
LSM1,-1.449397304,0.292734461
BANF1,-0.382294879,0.044624706
TMEM9B,-1.482945086,0.037890929
PTPN2,1.292709252,0.925581539
EIF1AD,-0.343724593,0.053893966
SMAD2,-0.574339154,0.003185292
EIF3F,0.148779739,0.336539471
CLTB,0.266694901,0.046586462
SART1,0.391942888,0.621401371
PPP2R2D,-0.357941835,0.134341897
POLD4,0.322054766,0.796985617
DRAP1,0.689892651,0.764863985
C11orf68,0.118433421,0.079916746
PAAF1,-0.402123431,0.297433559
MRPL48,-1.635210173,0.000398807
RAB6A,0.779611345,0.161541637
FOSL1,-0.837579242,0.000165618
ERCC4,0.400426514,0.817659356
CCDC85B,0.441551896,0.024954767
TMEM70,0.899740239,0.566784563
RPS6KB2,-0.692053626,0.139885245
RMI2,-0.683341838,0.34575914
TOM1L2,0.032076403,0.10907499
TOMM5,-0.544243696,0.05381774
RUVBL1,-0.397621851,0.003166752
SFN,0.955726162,0.85054914
MSRA,-0.618188642,0.019275273
ETV4,-0.573428471,0.153667614
BAIAP2,0.036211393,0.269190896
PLEKHF2,-0.13956478,0.375704321
UBE2O,-1.029147048,0.226580151
UNC119B,-0.273014871,0.13430145
DENND2C,0.842550482,0.163553532
TUBB6,1.366980062,0.349478942
MBLAC2,0.342149208,0.993059899
TPRN,0.110280529,0.454776417
SLC35A4,0.294345922,0.288872662
IP6K1,-0.462923748,0.068334591
CSTF3,1.003312227,0.068716289
YES1,0.194537446,0.888285677
CHMP6,0.19908309,0.38962587
TCP11L1,-0.650199487,0.109274517
ATAD5,-0.457360702,0.062504353
ACBD7,0.044134778,0.461360853
ANAPC2,0.483424332,0.138187551
CDC26,-0.356954913,0.383451795
CRLF3,-0.163285142,0.274166855
RNPEP,-0.204608967,0.229735156
EID2,-0.689275211,0.118495271
KCMF1,0.642952863,0.970177749
SPRYD4,-0.685280349,0.327908003
SYNE3,-0.418786374,0.018529619
LPCAT4,-0.475790438,0.461228704
WDR25,-0.058433812,0.769785288
CCDC101,0.483035271,0.37470853
PLA2G16,0.060647478,0.524016533
KIAA2018,-0.461614497,0.135365532
LMNB2,0.70679366,8.02E-05
RMDN1,-0.306044778,0.819100207
ACSF3,0.860228577,0.731175801
C8orf59,0.491565922,0.445893645
RUFY1,0.677336068,0.877902305
BASP1,-0.153907217,0.053374379
FAM91A1,-0.251618054,2.39E-05
WSB2,-0.696111804,0.066734404
TYMS,1.397563614,0.007411778
ANKLE2,-0.12949386,0.273910005
NFATC2IP,-0.241385991,0.586372709
SHMT1,-0.118157422,0.709700169
SEC24C,0.302111119,0.910127051
SMCR8,0.704472041,0.122462346
MTX3,-0.04327087,0.632923908
ZDHHC13,0.549670409,0.851161392
SLC38A9,0.636379108,0.019780128
WDR73,-0.074892289,0.631057245
POLE,-0.393488097,0.434916222
RHOG,1.246727817,0.605519016
EPS8L2,-0.052064575,0.001229929
ANO6,-0.246998835,0.372717286
FAM210A,0.527307442,0.362747672
TALDO1,0.362585457,0.237943852
PUS1,-1.217554462,0.001516268
PDDC1,-0.185518098,0.042494697
MAN1B1,0.408064032,0.850563687
TOP3A,-0.39789294,0.685221186
CASKIN2,-0.734280008,0.011899895
TIMM22,0.365635463,0.107134201
SAMD9L,1.37271897,3.63E-07
PAWR,0.00197356,0.239254734
TGIF1,-0.36823993,0.170116713
NR2C2,-0.774131764,0.04118579
PTRF,0.628751502,0.964217905
ARIH2,0.27151469,0.151431969
SLC25A22,0.888075896,0.003917565
RABEP2,-0.339878581,0.000213965
ATOX1,1.03789078,0.502687326
TBL1XR1,0.010558118,0.643809067
RPLP2,-0.430231511,0.939403812
GSG2,-1.168144717,0.27278067
JUN,0.103862063,0.624498472
CSTF2T,-0.382941508,0.960552841
GBA,-0.255126543,0.394493845
ACAD9,-0.686563938,0.227686319
PNPLA2,-0.62257358,0.041515412
AGTRAP,-0.360946574,0.264271199
CD151,0.672376964,0.033116158
POLR2L,0.365359926,0.840382853
PVRL3,-0.408807186,0.021922003
FLII,0.279065455,0.012385981
HNRNPA0,0.100927207,0.114459685
CHID1,0.287466366,0.876008833
CCDC23,0.140804155,0.345425537
AP3S1,-0.30891983,0.934592633
GRB2,-1.788440487,0.001786811
UBE2N,0.165080337,0.012353224
ARL6IP6,0.191816988,0.293155335
BET1L,0.051007775,0.168402823
RPS27,1.331838314,0.07676278
RIC8A,-0.326805016,0.643688075
IMP3,0.077783353,0.3711555
DMAP1,0.471213907,0.308548105
IMPDH2,1.426366039,0.002762003
NDUFAF3,-0.347230245,0.633558903
C2orf69,-0.518984781,0.286069873
STAP2,-0.064517133,0.701507854
PDE4DIP,-0.264965344,3.37E-07
DDX10,1.760704182,0.825386621
NDUFV2,-0.318926252,0.008579287
DALRD3,-0.031149094,0.926165448
KDELC2,-0.023305704,0.030441927
PLEC,1.634147973,0.340737763
WDR6,-0.324926644,0.011066174
TMEM11,0.073598446,0.920973201
ZNF354B,-1.491084599,0.174727973
BEND3,0.528252145,0.708462902
NT5DC1,0.398661221,0.314409854
P4HTM,-0.161399861,0.03319081
KLHL11,0.023157597,0.645096007
SLC25A20,-0.41114165,0.088382453
EPM2AIP1,-0.213648269,0.011299372
CTNNBIP1,0.085937455,0.956077552
CSRNP3,0.563658751,0.181356921
ZNF713,-1.491084599,0.174727973
PARP10,1.077828378,9.73E-05
SUZ12,0.302567117,0.29976596
KCTD12,0.596752042,0.686530659
RPP25,0.722884341,0.676953744
THBD,0.986241005,0.004227956
COX5A,1.327458961,0.43469132
MPI,0.337826715,0.005474931
EXOSC4,-0.068025975,0.019534592
TAF7,-0.173931307,0.272583306
PFAS,-0.473981991,4.22E-09
HYI,0.396527906,0.787531971
C17orf62,-1.214896518,0.111493946
GAK,-0.608918941,0.025678057
ZBTB7A,0.036350394,0.621065594
TUFM,-0.405383019,0.027379508
RMI1,-0.329335959,0.336070326
CTC1,-0.096023681,0.875988726
EIF3K,-0.31970601,0.496432213
AURKB,-1.378726371,3.83E-06
MRFAP1,0.125798492,0.982513002
C3orf38,-0.083128472,0.920999166
RRS1,-0.325711808,0.000454771
RCC2,0.277708607,0.029321177
DPM3,0.453280794,0.875664628
CYC1,1.147866185,0.122094073
FARSA,-0.152956946,0.001594264
SPTY2D1,0.688983385,0.220826889
SAMD4B,-0.041013888,0.178440227
EDC3,-0.020359234,0.038850837
CALR,0.650394513,0.163103986
CDH4,-1.14124924,0.021055873
RAD23A,0.31857006,0.567252494
GADD45GIP1,-0.577954405,0.013493504
PTPN11,0.257698889,0.060664422
CLK3,-1.321681383,0.034738836
PACS2,-0.225897106,0.25544005
ELMOD2,-1.757373257,0.031760587
GEMIN4,0.804367167,0.210085945
SHARPIN,0.334901714,0.402759624
GCC1,1.137265017,0.971934587
CDC42EP4,0.640575168,0.034917042
APOBEC3B,-0.229743519,0.404874315
MYADM,-0.32580106,0.885192584
MROH1,0.065857124,0.505853062
PDXDC1,-0.734076947,0.118732102
SEPHS2,-0.693950581,0.15123321
C14orf119,-0.748730928,0.081963544
PUF60,0.340747796,0.643970122
DCTPP1,0.160596669,0.010203113
ZADH2,-0.085695523,0.73191217
EXOC3,-0.24579026,8.99E-05
FAHD1,-0.192528812,0.022695248
RCC1,-0.628166826,0.649116478
PRKRA,0.638237773,0.034898621
ZNRF2,1.409682378,0.415590281
CCDC43,-0.499986071,0.363202218
FZD2,-0.114324463,0.188327229
MTURN,-0.125932575,0.920140474
ZNF609,-0.358423043,0.713480947
PAK2,0.129537418,0.005239901
MCFD2,1.090828032,0.061151619
HMHA1,0.762621964,0.630583175
HIST1H2AC,-0.137242682,0.001317251
YOD1,-0.61049587,0.037637874
ZDHHC20,1.024722901,0.012653085
PPA1,1.489659437,0.42415731
PSMG4,0.013411688,0.221541335
CAPS2,3.478517843,0.158927836
SCRIB,-0.601658101,0.000102924
PITPNB,0.660181124,0.579959374
LRRC57,-0.131121469,0.187876625
MRPL14,0.677266797,0.50554171
NQO1,-0.22718696,0.578725608
FKRP,-0.589463363,0.203449935
HIGD1A,-0.950628535,0.036751227
EHMT1,-0.476181151,0.312460803
F2R,0.849818316,0.243976522
NPM1,1.296484404,0.125920292
DHTKD1,0.108491171,0.539626149
POLR2A,1.008339101,0.23729725
DDX60L,0.888224908,7.26E-05
RAP2B,0.525081955,0.940115021
ZBTB2,-0.994038589,0.200095764
RNF135,0.500900911,0.522811797
SGSH,0.174904039,0.561641451
SETD2,-0.044983401,0.116550587
MEX3D,1.197531292,0.590263541
MRPS23,-0.769041934,8.67E-06
PHLDA2,-0.759720636,0.096943845
COPG1,0.018173847,0.152816403
RELL1,-0.393710874,0.034551869
RNF41,-0.591602249,0.372883562
IBA57,-0.264310233,0.1385997
C5orf24,-0.734534069,0.4957873
ADO,0.103292514,0.917250785
COA4,-0.600164928,0.081733467
PRKAG1,-0.405181197,0.123181201
GINS3,1.705065644,0.720987116
MRPS11,0.086041117,0.469560224
SNRPE,-0.315341464,0.331041183
IDH2,0.93297896,0.242063336
TMEM259,-0.286091395,0.214063013
TNRC18,1.840213068,0.26486984
ZNF716,-1.491084599,0.174727973
NOP10,0.110584293,0.268068592
TDRKH,-0.281460652,0.025236187
IST1,-0.420100794,0.920285818
MRPL41,-0.265497635,0.2138951
CREB3L2,-0.480885895,0.085347376
TSEN54,-0.388454564,0.2952694
UBA7,1.451222554,0.000945517
MRPS16,-0.166791552,0.219096542
EXT1,0.142176748,0.030995205
SHMT2,-0.750491978,0.009572314
MOB2,-0.454230761,0.25225056
UBE2E2,-0.226911903,0.147435161
SYNM,-0.523657524,0.034564155
C8orf33,-0.190536711,0.637057804
FBXL6,0.520640349,0.535864146
TRAPPC6B,0.139224274,0.512379717
NPLOC4,-0.284410777,0.000658617
EXOC7,0.054424059,0.001083319
KPNA2,-0.326311244,0.002908626
CEP97,-0.394697892,0.075920131
GLRX5,-0.192348825,0.251895683
MXRA7,-0.254452367,0.179457064
LIMK2,-0.452104456,0.265401178
ADI1,0.074751114,0.1796897
RWDD4,-1.289191467,0.061293232
SATB1,-0.144040348,0.571659403
ANXA2,1.119176349,0.17861794
